"ID","N2_set6","N2_set5","e113_set6","e113_set5","padj","log2FoldChange","pvalue","stat","foldChange","log10padj"
"WBGene00014826",1082.90398698271,703.557092818717,2365.71782786553,2039.95193667838,0.00290280691671226,1.3018540133765,0.000327639220484387,12.9053787916602,2.46545515836352,2.53718185076674
"WBGene00015019",16.0430220293735,6.76497204633382,141.326012434542,158.301639381502,2.07566401610853e-07,3.70113458682468,2.02077710254897e-09,35.9535514876892,13.006262909628,6.6828429435784
"WBGene00015044",61.1640214869865,36.0798509137804,397.106189868888,260.983783845179,3.12906052207034e-06,2.75405372959309,4.91341706248091e-08,29.7506493137145,6.74610011906391,5.50458603667899
"WBGene00015171",17.0457109062094,28.1873835263909,187.107678434464,152.311847621121,2.47833089362392e-06,2.91376949366941,3.68138550498617e-08,30.310442837287,7.5358460566502,5.60584070938806
"WBGene00015182",26.069910797732,12.402448751612,117.439925825887,75.3002392733632,0.00368856734519302,2.3159860693249,0.000440885852515691,12.3504260162114,4.97944885969767,2.4331422828634
"WBGene00015202",23.0618441672244,21.4224114800571,121.420940260663,77.8672928849551,0.00176549412093631,2.16096749196309,0.000173454844999455,14.0987952296986,4.47214663250039,2.7531337242913
"WBGene00015268",22.0591552903886,16.9124301158345,158.245323782339,240.447354952444,6.31324953632153e-08,3.35183971748617,5.35323589852023e-10,38.5440266433459,10.2094958190414,7.19974704449085
"WBGene00015285",215.578108519707,268.343891171241,503.598325999141,532.235782136726,0.00658180241753893,1.09882235132605,0.000891298662911496,11.0407693428955,2.14179789626781,2.18165515915203
"WBGene00015298",102.274265437256,127.406973539287,1264.96733665002,1097.84326122415,1.49127695366778e-18,3.36420017607697,1.7796785452979e-21,90.576429511938,10.2973426508602,17.8264416937166
"WBGene00015300",203.545841997677,138.681926949843,506.584086825223,1040.51239723193,0.000287893973103314,2.17607849278076,1.59308203193279e-05,18.6227484441621,4.51923472982032,3.54076742673488
"WBGene00015332",299.803974173918,126.279478198231,1911.88218230109,1333.15650895341,3.12906052207034e-06,2.92753532509344,4.8998722449199e-08,29.7560009078119,7.6080953389946,5.50458603667899
"WBGene00015392",125.336109604481,182.654245251013,629.995534303273,449.234382028587,0.000228531900697697,1.8099854136698,1.16986055567253e-05,19.2118318628497,3.50638743384716,3.64105316832947
"WBGene00015398",0,0,15.9240577391033,26.5262206531166,0.00195162669252945,6.763660202263,0.000197002919791626,13.8594560753442,108.658724158794,2.70960325064433
"WBGene00015402",27.0725996745678,23.6774021621684,119.430433043275,100.115090852085,0.00058135615780969,2.11058754681825,4.14080700305375e-05,16.8057305392142,4.31867139457721,3.23555772306312
"WBGene00015434",112.301154205615,91.3271226255065,704.63955495532,474.049233607309,9.73148576076086e-08,2.53155169245596,8.74067246899569e-10,37.5874124538065,5.78193220340298,7.01182084848398
"WBGene00015435",2.00537775367169,2.25499068211127,139.335505217154,71.8775011245739,2.6436658990587e-08,5.63361060343875,2.07968832080974e-10,40.3903209848463,49.646172909777,7.57779343094261
"WBGene00015439",2.00537775367169,2.25499068211127,53.7436948694736,17.1136907439462,0.00498298678198752,4.05519580950118,0.000637836718535797,11.6621765734277,16.6240017890314,2.30251026484931
"WBGene00015464",1316.53049528546,1064.35560195652,2942.96492090802,2817.76918099074,0.000285534975282243,1.27453974959851,1.57106110387064e-05,18.6492858369158,2.41921627387454,3.54434068727188
"WBGene00015474",64.1720881174941,54.1197763706705,157.250070173645,149.744794009529,0.00821355079366342,1.3742294199685,0.0011674684659293,10.5411327333993,2.59229412938132,2.08546905278111
"WBGene00015507",191.513575475646,261.578919124908,561.323035303391,536.514204822712,0.00245432193871304,1.27775726824876,0.000264377999176739,13.3072772330029,2.42461766472103,2.61006847052662
"WBGene00015510",656.761214327478,594.19004473632,1771.55142347524,1707.09065170863,9.63682553239684e-06,1.47527869980176,1.91876998540908e-07,27.1132629905205,2.78037350031054,5.01606600352552
"WBGene00015523",7.01882213785092,11.2749534105564,145.307026869317,83.0014001081389,7.00991438335117e-06,3.64861297599244,1.32088079580765e-07,27.8353849834903,12.5412824317885,5.15428728632224
"WBGene00015560",41.1102439502696,54.1197763706705,159.240577391033,166.858484753475,0.000785036441785872,1.77858616578196,6.18325292380807e-05,16.0456802338901,3.43089783429548,3.10511018261886
"WBGene00015647",170.457109062094,320.208676859801,871.842161215905,586.999592517354,0.00594167100132995,1.57283390982326,0.000789685059909187,11.2653214133944,2.9748850217012,2.22609139936216
"WBGene00015716",72.1935991321809,56.3747670527818,217.960540303976,166.858484753475,0.00278489022370149,1.5790055066682,0.000311006520805305,13.0029145451388,2.98763831781384,2.55519191940599
"WBGene00015729",63.1693992406582,57.5022623938375,344.357748608108,307.190748853834,2.93870502862999e-08,2.43154054565269,2.36262950609031e-10,40.1411206346211,5.39469181902964,7.53184400387884
"WBGene00015752",1483.97953771705,1153.42773389992,4137.26925134077,3942.138662868,6.71144894288171e-06,1.61491647424526,1.23934802412362e-07,27.9586639636178,3.06293865825713,5.17318370934419
"WBGene00015756",100.268887683585,43.9723183011698,353.315031086354,422.70816137547,0.000101653200386122,2.42402499237612,3.93945258703832e-06,21.2940847057126,5.36666186752737,3.99287894375341
"WBGene00015757",0,0,11.9430433043275,37.6501196366816,0.00197221178908471,6.98915322054514,0.000199686288801241,13.8340332866462,127.041251581822,2.70504644949014
"WBGene00015758",1.00268887683585,0,72.6535134346587,67.5990784385874,1.47531902033586e-08,7.04753143263335,1.0378476871906e-10,41.7488218851002,132.287362158819,7.83111405847183
"WBGene00015759",203.545841997677,98.0920946718404,1123.64132421548,785.518405147129,6.09391656493426e-06,2.65999179729106,1.10095234709278e-07,28.1878195081073,6.32029455960358,5.2151034962303
"WBGene00015760",0,0,5.97152165216373,94.9809836289013,0.0014013612774857,8.01363491393528,0.000129917043249098,14.6429885329263,258.430925798783,2.8534498871326
"WBGene00015763",5.01344438417923,4.50998136422255,44.786412391228,33.371696950695,0.00386654718799947,3.03319883807121,0.000464830809486275,12.2517147282629,8.18622793920448,2.41267668524987
"WBGene00015781",474.271838743355,438.595687670643,1007.19665199828,1181.70034586948,0.00044956496964692,1.26172429957759,2.90543997358871e-05,17.4787044144209,2.397821557769,3.34720753658879
"WBGene00015795",72.1935991321809,45.0998136422255,1064.92136130253,1147.47296438159,4.16948263167544e-21,4.23294573505146,3.92828587872191e-24,102.685401366544,18.8037139661125,20.3799178309131
"WBGene00015824",105.282332067764,92.4546179665622,305.542857869044,314.036225151412,0.000114467464735113,1.64686287079994,4.67956403007898e-06,20.9641590581871,3.13151951769982,3.94131793597822
"WBGene00015857",95.2554432994053,52.9922810296149,925.585856085378,474.049233607309,4.36749751658659e-07,3.23599378995793,4.93781516855465e-09,34.2137765082049,9.42174176103808,6.35976733329021
"WBGene00015879",11.0295776451943,7.89246738738945,139.335505217154,104.393513538072,2.37505170312981e-07,3.67934005953227,2.37191897994874e-09,35.6414065862542,12.8112563726045,6.62432693166456
"WBGene00016018",1086.91474249006,850.13148715595,2287.09279277871,1971.4971737026,0.00268420771595541,1.13619771553889,0.00029672047927088,13.0909837869074,2.19800964287356,2.57118387956015
"WBGene00016046",35.0941106892546,30.4423742085022,127.392461912826,120.651519744821,0.000727032727853774,1.91834114949736,5.5939645224601e-05,16.2353784753295,3.77988187493579,3.13844603865076
"WBGene00016093",95.2554432994053,69.9047111454495,543.408470346899,382.490988127197,4.71753812332541e-07,2.48453413914188,5.40106929203767e-09,34.0392785286244,5.59653599234858,6.3262845815323
"WBGene00016094",68.1828436248375,90.1996272844509,286.633039303859,214.776818836524,0.00107732624063747,1.66363284299661,9.30421192686719e-05,15.2728940694065,3.16813287079038,2.96765276183322
"WBGene00016103",1979.30784287396,2027.23662321803,4530.39442677488,4036.2639619597,0.000713404207442642,1.0963505394316,5.45325620537464e-05,16.2836465289334,2.1381314326927,3.14666433365237
"WBGene00016114",135.362998372839,143.191908314066,361.277059955906,278.953159126323,0.00785025648004061,1.20024421700962,0.00110498239882991,10.6428336378438,2.29778564239429,2.10511615394943
"WBGene00016119",22.0591552903886,41.7173276190585,140.330758825848,167.714169290672,0.000409313401111061,2.27850243373707,2.54519356258998e-05,17.730452414363,4.85174065182088,3.3879440361187
"WBGene00016180",67.1801547480016,49.609795006448,298.576082608186,259.272414770785,3.81354015004607e-06,2.25291441393234,6.27565805735865e-08,29.2763624617872,4.76644752640783,5.41867167687415
"WBGene00016197",800.145723715004,623.504923603767,1530.7000501713,1338.29061617659,0.00967034494816475,1.01051924406061,0.00141644648069344,10.1842587854276,2.01463606246002,2.01455803404393
"WBGene00016221",15.0403331525377,30.4423742085022,113.458911391111,95.8366681660986,0.0022737733089671,2.20891960286701,0.000238500373732382,13.5004962450239,4.62328917679135,2.64325283585418
"WBGene00016283",227.610375041737,122.896992175064,1083.83117986772,729.898910229304,2.27153554613368e-05,2.36969995437306,5.66421463359757e-07,25.023284233886,5.16833632198711,4.64368046273713
"WBGene00016294",91.2446877920619,99.219590012896,270.708981564756,201.085866241368,0.00804271057390488,1.3082649026913,0.00113661822695094,10.5906367731724,2.47643525443752,2.09459755959755
"WBGene00016295",0,1.12749534105564,26.8718474347368,16.2580062067489,0.00522488065679113,5.33113617435843,0.000673744110821695,11.560315741862,40.2561186490869,2.281923624966
"WBGene00016329",135.362998372839,63.1397390991156,338.386226955945,545.071050194686,0.000828336252851444,2.15197481334486,6.6231521253683e-05,15.9155728597896,4.44435732409072,3.08179333095208
"WBGene00016355",142.38182051069,90.1996272844509,373.220103260233,279.80884366352,0.00506484062508556,1.4869995407192,0.00065119833927204,11.6236115291521,2.80305400581138,2.29543421599667
"WBGene00016407",570.529970919596,814.051636242169,2014.39330399656,2177.71714716715,7.09948898750325e-05,1.5986916209553,2.44809965086319e-06,22.2067628734927,3.02868517484729,4.1487729101393
