Sequence ID,Wormbase ID,Category 1,Category 2,Category 3
C29E4.2,WBGene00016202,Cell cycle,Cell cycle: chromosome dynamics,Cell cycle: chromosome dynamics
C02F5.1,WBGene00002231,Cell cycle,Cell cycle: chromosome dynamics,Cell cycle: chromosome dynamics
T10B5.6,WBGene00020392,Cell cycle,Cell cycle: chromosome dynamics,Cell cycle: chromosome dynamics
C03D6.6,WBGene00007278,Cell cycle,Cell cycle: chromosome dynamics,Cell cycle: chromosome dynamics
K08E7.3,WBGene00002368,Cell cycle,Cell cycle: chromosome dynamics,Cell cycle: chromosome dynamics
T09A5.10,WBGene00002994,Cell cycle,Cell cycle: chromosome dynamics,Cell cycle: chromosome dynamics
W10C6.1,WBGene00003133,Cell cycle,Cell cycle: chromosome dynamics,Cell cycle: chromosome dynamics
C09H6.3,WBGene00003136,Cell cycle,Cell cycle: chromosome dynamics,Cell cycle: chromosome dynamics
C50F4.11,WBGene00003160,Cell cycle,Cell cycle: chromosome dynamics,Cell cycle: chromosome dynamics
Y69A2AR.30,WBGene00003161,Cell cycle,Cell cycle: chromosome dynamics,Cell cycle: chromosome dynamics
F57B10.12,WBGene00003184,Cell cycle,Cell cycle: chromosome dynamics,Cell cycle: chromosome dynamics
C49C3.7,WBGene00008197,Cell cycle,Cell cycle: chromosome dynamics,Cell cycle: chromosome dynamics
H31G24.3,WBGene00019254,Cell cycle,Cell cycle: chromosome dynamics,Cell cycle: chromosome dynamics
K06B9.4,WBGene00019441,Cell cycle,Cell cycle: chromosome dynamics,Cell cycle: chromosome dynamics
ZK1055.6,WBGene00022847,Cell cycle,Cell cycle: chromosome dynamics,Cell cycle: chromosome dynamics
T07G12.8,WBGene00011599,Cell cycle,Cell cycle: chromosome dynamics,Cell cycle: chromosome dynamics
Y47G6A.24,WBGene00021648,Cell cycle,Cell cycle: chromosome dynamics,Cell cycle: chromosome dynamics
C30A5.3,WBGene00016238,Cell cycle,Cell cycle: chromosome dynamics,Cell cycle: chromosome dynamics
C50B6.2,WBGene00008218,Cell cycle,Cell cycle: chromosome dynamics,Cell cycle: chromosome dynamics
F10B5.5,WBGene00008641,Cell cycle,Cell cycle: chromosome dynamics,Cell cycle: chromosome dynamics
W02A2.6,WBGene00004333,Cell cycle,Cell cycle: chromosome dynamics,Cell cycle: chromosome dynamics
F13D12.5,WBGene00008740,Cell cycle,Cell cycle: chromosome dynamics,Cell cycle: chromosome dynamics
M106.8,WBGene00077658,Cell cycle,Cell cycle: chromosome dynamics,Cell cycle: chromosome dynamics
C33H5.15,WBGene00016381,Cell cycle,Cell cycle: chromosome dynamics,Cell cycle: chromosome dynamics
Y39B6A.49,WBGene00077457,Cell cycle,Cell cycle: chromosome dynamics,Cell cycle: chromosome dynamics
Y54E10A.12,WBGene00021832,Cell cycle,Cell cycle: chromosome dynamics,Cell cycle: chromosome dynamics
ZK1248.5,WBGene00022876,Cell cycle,Cell cycle: chromosome dynamics,Cell cycle: chromosome dynamics
C14C11.2,WBGene00015766,Cell cycle,Cell cycle: chromosome dynamics,Cell cycle: chromosome dynamics
F27D4.3,WBGene00014746,Cell cycle,Cell cycle: chromosome dynamics,Cell cycle: chromosome dynamics
ZK1225.7,WBGene00014994,Cell cycle,Cell cycle: chromosome dynamics,Cell cycle: chromosome dynamics
F55G1.4,WBGene00018900,Cell cycle,Cell cycle: chromosome dynamics,Cell cycle: chromosome dynamics
F54D12.6,WBGene00018819,Cell cycle,Cell cycle: chromosome dynamics,Cell cycle: chromosome dynamics
C27H6.2,WBGene00007784,Cell cycle,Cell cycle: chromosome dynamics,Cell cycle: chromosome dynamics
ZC328.4,WBGene00004721,Cell cycle,Cell cycle: chromosome dynamics,Cell cycle: chromosome dynamics
F18E2.3,WBGene00004738,Cell cycle,Cell cycle: chromosome dynamics,Cell cycle: chromosome dynamics
Y47G6A.12,WBGene00004775,Cell cycle,Cell cycle: chromosome dynamics,Cell cycle: chromosome dynamics
Y47D3A.26,WBGene00004873,Cell cycle,Cell cycle: chromosome dynamics,Cell cycle: chromosome dynamics
C27A2.1,WBGene00016151,Cell cycle,Cell cycle: chromosome dynamics,Cell cycle: chromosome dynamics
F54D5.14,WBGene00010056,Cell cycle,Cell cycle: chromosome dynamics,Cell cycle: chromosome dynamics
Y34D9A.4,WBGene00004952,Cell cycle,Cell cycle: chromosome dynamics,Cell cycle: chromosome dynamics
F32H2.3,WBGene00004953,Cell cycle,Cell cycle: chromosome dynamics,Cell cycle: chromosome dynamics
H34C03.1,WBGene00004954,Cell cycle,Cell cycle: chromosome dynamics,Cell cycle: chromosome dynamics
F56A3.4,WBGene00004955,Cell cycle,Cell cycle: chromosome dynamics,Cell cycle: chromosome dynamics
C06A8.5,WBGene00015515,Cell cycle,Cell cycle: chromosome dynamics,Cell cycle: chromosome dynamics
T05E11.4,WBGene00004985,Cell cycle,Cell cycle: chromosome dynamics,Cell cycle: chromosome dynamics
F26D2.2,WBGene00006375,Cell cycle,Cell cycle: chromosome dynamics,Cell cycle: chromosome dynamics
C24G6.1,WBGene00006376,Cell cycle,Cell cycle: chromosome dynamics,Cell cycle: chromosome dynamics
F39H2.4,WBGene00006377,Cell cycle,Cell cycle: chromosome dynamics,Cell cycle: chromosome dynamics
Y54E2A.3,WBGene00006381,Cell cycle,Cell cycle: chromosome dynamics,Cell cycle: chromosome dynamics
F58A4.3,WBGene00001831,Cell cycle,Cell cycle: chromosome dynamics,Cell cycle: chromosome dynamics
F35G12.8,WBGene00004874,Cell cycle,Cell cycle: chromosome dynamics,Cell cycle: chromosome dynamics
Y39G10AR.12,WBGene00021470,Cell cycle,Cell cycle: chromosome dynamics,Cell cycle: chromosome dynamics
Y39H10A.6,WBGene00021482,Cell cycle,Cell cycle: chromosome dynamics,Cell cycle: chromosome dynamics
K02B12.8,WBGene00006976,Cell cycle,Cell cycle: chromosome dynamics,Cell cycle: chromosome dynamics
T07G12.10,WBGene00011600,Cell cycle,Cell cycle: chromosome dynamics,Cell cycle: chromosome dynamics
T07G12.11,WBGene00011601,Cell cycle,Cell cycle: chromosome dynamics,Cell cycle: chromosome dynamics
Y39G10AR.2,WBGene00021460,Cell cycle,Cell cycle: chromosome dynamics,Cell cycle: chromosome dynamics
F59E12.2,WBGene00006988,Cell cycle,Cell cycle: chromosome dynamics,Cell cycle: chromosome dynamics
ZK507.6,WBGene00000863,Cell cycle,Cell Cycle: Cyclin,Cell Cycle: Cyclin
F59H6.7,WBGene00000864,Cell cycle,Cell Cycle: Cyclin,Cell Cycle: Cyclin
ZC168.4,WBGene00000865,Cell cycle,Cell Cycle: Cyclin,Cell Cycle: Cyclin
Y43E12A.1,WBGene00000866,Cell cycle,Cell Cycle: Cyclin,Cell Cycle: Cyclin
H31G24.4,WBGene00000867,Cell cycle,Cell Cycle: Cyclin,Cell Cycle: Cyclin
T06E6.2,WBGene00000868,Cell cycle,Cell Cycle: Cyclin,Cell Cycle: Cyclin
Y38F1A.5,WBGene00000870,Cell cycle,Cell Cycle: Cyclin,Cell Cycle: Cyclin
C37A2.4,WBGene00000871,Cell cycle,Cell Cycle: Cyclin,Cell Cycle: Cyclin
C52E4.6,WBGene00000876,Cell cycle,Cell Cycle: Cyclin,Cell Cycle: Cyclin
ZK353.1,WBGene00022697,Cell cycle,Cell Cycle: Cyclin,Cell Cycle: Cyclin
C09G4.3,WBGene00001051,Cell cycle,Cell cycle: kinase,Cell cycle: kinase
D1081.8,WBGene00008386,Cell cycle,Cell cycle: kinase,Cell cycle: kinase
C34G6.5,WBGene00016421,Cell cycle,Cell cycle: kinase,Cell cycle: kinase
T05G5.3,WBGene00000405,Cell cycle,Cell cycle: kinase,Cell cycle: kinase
B0495.2,WBGene00015203,Cell cycle,Cell cycle: kinase,Cell cycle: kinase
ZC504.3,WBGene00013917,Cell cycle,Cell cycle: kinase,Cell cycle: kinase
B0285.1,WBGene00007135,Cell cycle,Cell cycle: kinase,Cell cycle: kinase
K03E5.3,WBGene00019362,Cell cycle,Cell cycle: kinase,Cell cycle: kinase
F18H3.5,WBGene00000406,Cell cycle,Cell cycle: kinase,Cell cycle: kinase
T27E9.3,WBGene00000407,Cell cycle,Cell cycle: kinase,Cell cycle: kinase
Y42A5A.4,WBGene00012779,Cell cycle,Cell cycle: kinase,Cell cycle: kinase
DC2.7,WBGene00017083,Cell cycle,Cell cycle: kinase,Cell cycle: kinase
R02C2.2,WBGene00019815,Cell cycle,Cell cycle: kinase,Cell cycle: kinase
C14B9.4,WBGene00004042,Cell cycle,Cell cycle: kinase,Cell cycle: kinase
F55G1.8,WBGene00004044,Cell cycle,Cell cycle: kinase,Cell cycle: kinase
R02C2.6,WBGene00019817,Cell cycle,Cell cycle: kinase,Cell cycle: kinase
T08D2.7,WBGene00011612,Cell cycle,Cell cycle: kinase,Cell cycle: kinase
F35H8.7,WBGene00006938,Cell cycle,Cell cycle: kinase,Cell cycle: kinase
Y53C12A.1,WBGene00006940,Cell cycle,Cell cycle: kinase,Cell cycle: kinase
Y43D4A.6,WBGene00012792,Cell cycle,Cell cycle: kinase,Cell cycle: kinase
Y43F4B.10,WBGene00012807,Cell cycle,Cell cycle: kinase,Cell cycle: kinase
Y92H12BL.1,WBGene00022363,Cell cycle,Cell cycle: kinase,Cell cycle: kinase
ZC123.4,WBGene00022519,Cell cycle,Cell cycle: kinase,Cell cycle: kinase
C17G10.4,WBGene00000383,Cell cycle,Cell cycle: phosphatase,Cell cycle: phosphatase
K06A5.7,WBGene00000386,Cell cycle,Cell cycle: phosphatase,Cell cycle: phosphatase
F16B4.8,WBGene00000387,Cell cycle,Cell cycle: phosphatase,Cell cycle: phosphatase
ZK637.11,WBGene00000388,Cell cycle,Cell cycle: phosphatase,Cell cycle: phosphatase
T23G7.1,WBGene00001061,Cell cycle,Cell cycle: transcriptional regulator,Cell cycle: transcriptional regulator
Y102A5C.18,WBGene00001161,Cell cycle,Cell cycle: transcriptional regulator,Cell cycle: transcriptional regulator
C32F10.2,WBGene00003020,Cell cycle,Cell cycle: transcriptional regulator,Cell cycle: transcriptional regulator
Y41C4A.10,WBGene00001235,Cell cycle: APC,Cell cycle: APC,Cell cycle
F56A8.1,WBGene00010138,Chaperone,Chaperone,Chaperone
T05C12.7,WBGene00000377,Chaperone,Chaperone,Chaperone
T21B10.7,WBGene00000378,Chaperone,Chaperone,Chaperone
F54A3.3,WBGene00018782,Chaperone,Chaperone,Chaperone
K01C8.10,WBGene00000379,Chaperone,Chaperone,Chaperone
C07G2.3,WBGene00000380,Chaperone,Chaperone,Chaperone
F01F1.8,WBGene00000381,Chaperone,Chaperone,Chaperone
Y55F3AR.3,WBGene00021934,Chaperone,Chaperone,Chaperone
Y38A10A.5,WBGene00000802,Chaperone,Chaperone,Chaperone
C47E8.5,WBGene00000915,Chaperone,Chaperone,Chaperone
T05E11.3,WBGene00011480,Chaperone,Chaperone,Chaperone
Y65B4BR.5,WBGene00022042,Chaperone,Chaperone,Chaperone
T10H10.2,WBGene00020426,Chaperone,Chaperone,Chaperone
F53B2.8,WBGene00009957,Chaperone,Chaperone,Chaperone
Y37A1B.12,WBGene00006597,Chaperone,Chaperone,Chaperone
Y37A1B.13,WBGene00006598,Chaperone,Chaperone,Chaperone
C55B7.5,WBGene00016944,Chaperone,Chaperone,Chaperone
F45G2.5,WBGene00000255,Cuticle,Cuticle,Cuticle
Bm4119,WBGene00224380,Cuticle,Cuticle,Cuticle
Bm10824,WBGene00231085,Cuticle,Cuticle,Cuticle
ZK678.8,WBGene00044630,Cuticle,Cuticle,Cuticle
K08D12.5,WBGene00044618,Cuticle,Cuticle,Cuticle
T22B11.2,WBGene00044620,Cuticle,Cuticle,Cuticle
T23F2.1,WBGene00044623,Cuticle,Cuticle,Cuticle
C39D10.7,WBGene00016534,Cuticle,Cuticle,Cuticle
C08H9.4,WBGene00007465,Cuticle,Cuticle,Cuticle
R09B5.12,WBGene00019980,Cuticle,Cuticle,Cuticle
R09D1.11,WBGene00011167,Cuticle,Cuticle,Cuticle
T19H5.2,WBGene00011847,Cuticle,Cuticle,Cuticle
C08H9.7,WBGene00007467,Cuticle,Cuticle,Cuticle
C08H9.10,WBGene00007469,Cuticle,Cuticle,Cuticle
C08H9.11,WBGene00007470,Cuticle,Cuticle,Cuticle
C08H9.12,WBGene00007471,Cuticle,Cuticle,Cuticle
C08H9.14,WBGene00007473,Cuticle,Cuticle,Cuticle
C41C4.1,WBGene00008050,Cuticle,Cuticle,Cuticle
C04F6.3,WBGene00000503,Cuticle,Cuticle,Cuticle
C46A5.3,WBGene00000603,Cuticle,Cuticle,Cuticle
F15A2.1,WBGene00000757,Cuticle,Cuticle,Cuticle
C07G2.1,WBGene00000465,Cuticle,Cuticle,Cuticle
B0280.5,WBGene00015102,Cuticle,Cuticle,Cuticle
C10F3.1,WBGene00015677,Cuticle,Cuticle,Cuticle
C47G2.1,WBGene00000851,Cuticle,Cuticle,Cuticle
F53F1.5,WBGene00009983,Cuticle,Cuticle,Cuticle
T27D1.1,WBGene00000885,Cuticle,Cuticle,Cuticle
M01E10.2,WBGene00001063,Cuticle,Cuticle,Cuticle
T22B3.1,WBGene00001079,Cuticle,Cuticle,Cuticle
Y59A8B.1,WBGene00001080,Cuticle,Cuticle,Cuticle
EGAP7.1,WBGene00001065,Cuticle,Cuticle,Cuticle
R151.5,WBGene00006592,Cuticle,Cuticle,Cuticle
F16F9.2,WBGene00001068,Cuticle,Cuticle,Cuticle
F23F12.8,WBGene00017754,Cuticle,Cuticle,Cuticle
F41E7.1,WBGene00009617,Cuticle,Cuticle,Cuticle
F49D11.6,WBGene00018630,Cuticle,Cuticle,Cuticle
F59D12.3,WBGene00010331,Cuticle,Cuticle,Cuticle
F52H3.1,WBGene00002497,Cuticle,Cuticle,Cuticle
T01C4.1,WBGene00020141,Cuticle,Cuticle,Cuticle
C39E6.1,WBGene00003056,Cuticle,Cuticle,Cuticle
M03E7.4,WBGene00019756,Cuticle,Cuticle,Cuticle
C45E5.2,WBGene00016665,Cuticle,Cuticle,Cuticle
H17B01.2,WBGene00000646,Cuticle,Cuticle,Cuticle
C08H9.6,WBGene00007466,Cuticle,Cuticle,Cuticle
F47G9.3,WBGene00009830,Cuticle,Cuticle,Cuticle
C08H9.13,WBGene00007472,Cuticle,Cuticle,Cuticle
Y39C12A.1,WBGene00012704,Cuticle,Cuticle,Cuticle
ZK430.8,WBGene00022743,Cuticle,Cuticle,Cuticle
F54D5.1,WBGene00003960,Cuticle,Cuticle,Cuticle
F35G2.4,WBGene00004025,Cuticle,Cuticle,Cuticle
W02A2.3,WBGene00004156,Cuticle,Cuticle,Cuticle
R10D12.15,WBGene00011196,Cuticle,Cuticle,Cuticle
C08B6.4,WBGene00007425,Cuticle,Cuticle,Cuticle
F22B5.3,WBGene00009041,Cuticle,Cuticle,Cuticle
T21B10.6,WBGene00011888,Cuticle,Cuticle,Cuticle
C16D9.2,WBGene00004395,Cuticle,Cuticle,Cuticle
C01B12.1,WBGene00005017,Cuticle,Cuticle,Cuticle
C44H4.3,WBGene00006366,Cuticle,Cuticle,Cuticle
T05H4.7,WBGene00020270,Cuticle,Cuticle,Cuticle
T19H5.6,WBGene00044807,Cuticle,Cuticle,Cuticle
T26F2.1,WBGene00012057,Cuticle,Cuticle,Cuticle
F12F6.3,WBGene00004360,Cuticle,Cuticle,Cuticle
R09D1.14,WBGene00011170,Cuticle,Cuticle,Cuticle
F53B6.1,WBGene00006641,Cuticle,Cuticle,Cuticle
F59G1.2,WBGene00006644,Cuticle,Cuticle,Cuticle
D2092.7,WBGene00006645,Cuticle,Cuticle,Cuticle
Y47D9A.1,WBGene00021628,Cuticle,Cuticle,Cuticle
Y48G1C.13,WBGene00189949,Cuticle,Cuticle,Cuticle
Y57G11A.2,WBGene00013290,Cuticle,Cuticle,Cuticle
Y87G2A.16,WBGene00013602,Cuticle,Cuticle,Cuticle
F29B9.9,WBGene00000685,Cuticle,Cuticle: collagen,Cuticle: collagen
F17E9.1,WBGene00000690,Cuticle,Cuticle: collagen,Cuticle: collagen
F26F12.1,WBGene00000713,Cuticle,Cuticle: collagen,Cuticle: collagen
T15B7.5,WBGene00000714,Cuticle,Cuticle: collagen,Cuticle: collagen
F17C11.3,WBGene00000726,Cuticle,Cuticle: collagen,Cuticle: collagen
F14H12.1,WBGene00000738,Cuticle,Cuticle: collagen,Cuticle: collagen
T07H6.3,WBGene00000739,Cuticle,Cuticle: collagen,Cuticle: collagen
T10E10.6,WBGene00000743,Cuticle,Cuticle: collagen,Cuticle: collagen
W03G11.1,WBGene00000754,Cuticle,Cuticle: collagen,Cuticle: collagen
E03G2.4,WBGene00000759,Cuticle,Cuticle: collagen,Cuticle: collagen
C27H5.5,WBGene00000613,Cuticle,Cuticle: collagen,Cuticle: collagen
F22D6.10,WBGene00000636,Cuticle,Cuticle: collagen,Cuticle: collagen
C15A11.5,WBGene00000596,Cuticle,Cuticle: collagen,Cuticle: collagen
F11H8.3,WBGene00000597,Cuticle,Cuticle: collagen,Cuticle: collagen
C29E4.1,WBGene00000665,Cuticle,Cuticle: collagen,Cuticle: collagen
W05B2.1,WBGene00000669,Cuticle,Cuticle: collagen,Cuticle: collagen
F14F7.1,WBGene00000673,Cuticle,Cuticle: collagen,Cuticle: collagen
F54D8.1,WBGene00001076,Cuticle,Cuticle: collagen,Cuticle: collagen
F01G12.5,WBGene00002280,Cuticle,Cuticle: collagen,Cuticle: collagen
T26A5.4,WBGene00020820,Cuticle ,Cuticle ,Cuticle 
T24D1.1,WBGene00005023,Cuticle ,Cuticle ,Cuticle 
Y50D4C.4,WBGene00005024,Cuticle ,Cuticle ,Cuticle 
W03F11.1,WBGene00021005,Cuticle ,Cuticle ,Cuticle 
F59E12.12,WBGene00000252,Cuticle ,Cuticle: collagen,Cuticle: collagen
t14b4.7,WBGene00001072,Cuticle ,Cuticle: collagen,Cuticle: collagen
F56C11.1,WBGene00000253,Cuticle ,Cuticle: collagen,Cuticle: collagen
Y73B6BL.34,WBGene00000256,Cuticle ,Cuticle: collagen,Cuticle: collagen
C04C3.3,WBGene00015413,Cuticle ,Cuticle: collagen,Cuticle: collagen
C36B1.1,WBGene00000527,Cuticle ,Cuticle: collagen,Cuticle: collagen
B0222.8,WBGene00000599,Cuticle ,Cuticle: collagen,Cuticle: collagen
K02D7.3,WBGene00000675,Cuticle ,Cuticle: collagen,Cuticle: collagen
C18H7.3,WBGene00000676,Cuticle ,Cuticle: collagen,Cuticle: collagen
F56B3.1,WBGene00000677,Cuticle ,Cuticle: collagen,Cuticle: collagen
F58F6.1,WBGene00000678,Cuticle ,Cuticle: collagen,Cuticle: collagen
F58F6.2,WBGene00000679,Cuticle ,Cuticle: collagen,Cuticle: collagen
Y77E11A.15,WBGene00000680,Cuticle ,Cuticle: collagen,Cuticle: collagen
C34H4.4,WBGene00000681,Cuticle ,Cuticle: collagen,Cuticle: collagen
Y41D4A.2,WBGene00000682,Cuticle ,Cuticle: collagen,Cuticle: collagen
Y38C1BA.3,WBGene00000683,Cuticle ,Cuticle: collagen,Cuticle: collagen
F19C7.7,WBGene00000684,Cuticle ,Cuticle: collagen,Cuticle: collagen
C34D4.15,WBGene00000687,Cuticle ,Cuticle: collagen,Cuticle: collagen
D2024.8,WBGene00000688,Cuticle ,Cuticle: collagen,Cuticle: collagen
Y42H9B.1,WBGene00000689,Cuticle ,Cuticle: collagen,Cuticle: collagen
T11B7.3,WBGene00000692,Cuticle ,Cuticle: collagen,Cuticle: collagen
C53B4.5,WBGene00000693,Cuticle ,Cuticle: collagen,Cuticle: collagen
F15H10.1,WBGene00000601,Cuticle ,Cuticle: collagen,Cuticle: collagen
Y11D7A.11,WBGene00000694,Cuticle ,Cuticle: collagen,Cuticle: collagen
F56D5.1,WBGene00000695,Cuticle ,Cuticle: collagen,Cuticle: collagen
T05A1.2,WBGene00000696,Cuticle ,Cuticle: collagen,Cuticle: collagen
W08D2.6,WBGene00000697,Cuticle ,Cuticle: collagen,Cuticle: collagen
C24F3.6,WBGene00000698,Cuticle ,Cuticle: collagen,Cuticle: collagen
C29F4.1,WBGene00000699,Cuticle ,Cuticle: collagen,Cuticle: collagen
F54D1.2,WBGene00000700,Cuticle ,Cuticle: collagen,Cuticle: collagen
F54D1.3,WBGene00000701,Cuticle ,Cuticle: collagen,Cuticle: collagen
M18.1,WBGene00000703,Cuticle ,Cuticle: collagen,Cuticle: collagen
F15H10.2,WBGene00000602,Cuticle ,Cuticle: collagen,Cuticle: collagen
F08G5.4,WBGene00000704,Cuticle ,Cuticle: collagen,Cuticle: collagen
C39E9.3,WBGene00000705,Cuticle ,Cuticle: collagen,Cuticle: collagen
C39E9.9,WBGene00000706,Cuticle ,Cuticle: collagen,Cuticle: collagen
F52B11.4,WBGene00000707,Cuticle ,Cuticle: collagen,Cuticle: collagen
M199.5,WBGene00000708,Cuticle ,Cuticle: collagen,Cuticle: collagen
Y51H4A.9,WBGene00000710,Cuticle ,Cuticle: collagen,Cuticle: collagen
C52D10.13,WBGene00000711,Cuticle ,Cuticle: collagen,Cuticle: collagen
F41F3.4,WBGene00000712,Cuticle ,Cuticle: collagen,Cuticle: collagen
T15B7.4,WBGene00000715,Cuticle ,Cuticle: collagen,Cuticle: collagen
T15B7.3,WBGene00000716,Cuticle ,Cuticle: collagen,Cuticle: collagen
B0222.6,WBGene00000717,Cuticle ,Cuticle: collagen,Cuticle: collagen
B0222.7,WBGene00000718,Cuticle ,Cuticle: collagen,Cuticle: collagen
T06E4.6,WBGene00000719,Cuticle ,Cuticle: collagen,Cuticle: collagen
T06E4.4,WBGene00000720,Cuticle ,Cuticle: collagen,Cuticle: collagen
C12D8.8,WBGene00000721,Cuticle ,Cuticle: collagen,Cuticle: collagen
B0024.1,WBGene00000722,Cuticle ,Cuticle: collagen,Cuticle: collagen
B0024.2,WBGene00000723,Cuticle ,Cuticle: collagen,Cuticle: collagen
AC3.6,WBGene00000724,Cuticle ,Cuticle: collagen,Cuticle: collagen
F32G8.5,WBGene00000725,Cuticle ,Cuticle: collagen,Cuticle: collagen
F55C10.2,WBGene00000727,Cuticle ,Cuticle: collagen,Cuticle: collagen
F55C10.3,WBGene00000728,Cuticle ,Cuticle: collagen,Cuticle: collagen
F57B7.3,WBGene00000729,Cuticle ,Cuticle: collagen,Cuticle: collagen
T11F9.9,WBGene00000730,Cuticle ,Cuticle: collagen,Cuticle: collagen
D2023.7,WBGene00000731,Cuticle ,Cuticle: collagen,Cuticle: collagen
F57B1.3,WBGene00000732,Cuticle ,Cuticle: collagen,Cuticle: collagen
F57B1.4,WBGene00000733,Cuticle ,Cuticle: collagen,Cuticle: collagen
C50B6.4,WBGene00000734,Cuticle ,Cuticle: collagen,Cuticle: collagen
Y2H9A.3,WBGene00000735,Cuticle ,Cuticle: collagen,Cuticle: collagen
T21D9.1,WBGene00000737,Cuticle ,Cuticle: collagen,Cuticle: collagen
T10E10.2,WBGene00000740,Cuticle ,Cuticle: collagen,Cuticle: collagen
T10E10.1,WBGene00000741,Cuticle ,Cuticle: collagen,Cuticle: collagen
T10E10.5,WBGene00000742,Cuticle ,Cuticle: collagen,Cuticle: collagen
F11G11.10,WBGene00000606,Cuticle ,Cuticle: collagen,Cuticle: collagen
T10E10.7,WBGene00000744,Cuticle ,Cuticle: collagen,Cuticle: collagen
F38B6.5,WBGene00000745,Cuticle ,Cuticle: collagen,Cuticle: collagen
F41C6.5,WBGene00000746,Cuticle ,Cuticle: collagen,Cuticle: collagen
F46C8.2,WBGene00000747,Cuticle ,Cuticle: collagen,Cuticle: collagen
C35B8.1,WBGene00000748,Cuticle ,Cuticle: collagen,Cuticle: collagen
ZC373.7,WBGene00000749,Cuticle ,Cuticle: collagen,Cuticle: collagen
C34F6.2,WBGene00000751,Cuticle ,Cuticle: collagen,Cuticle: collagen
C34F6.3,WBGene00000752,Cuticle ,Cuticle: collagen,Cuticle: collagen
C44C10.1,WBGene00000753,Cuticle ,Cuticle: collagen,Cuticle: collagen
R09A8.4,WBGene00000755,Cuticle ,Cuticle: collagen,Cuticle: collagen
F02D10.1,WBGene00000756,Cuticle ,Cuticle: collagen,Cuticle: collagen
H06A10.2,WBGene00000758,Cuticle ,Cuticle: collagen,Cuticle: collagen
ZK1193.1,WBGene00000608,Cuticle ,Cuticle: collagen,Cuticle: collagen
W01B6.7,WBGene00000593,Cuticle ,Cuticle: collagen,Cuticle: collagen
F11G11.11,WBGene00000609,Cuticle ,Cuticle: collagen,Cuticle: collagen
T28C6.6,WBGene00000594,Cuticle ,Cuticle: collagen,Cuticle: collagen
